keyword,nama,Latitude,Longitude,kategori_usaha,rating,jumlah_ulasan,alamat,telepon,website,kecamatan,foto_url,skor_potensi,kategori_grup,label_kelayakan,popularitas,kepadatan
toko tas Panakkukang Makassar,Charles & Keith - Panakkukang Mall,-5.1575444,119.446684,Toko Tas,3.7,22,"Mall Panakkukang, Jl. Boulevard Level 1, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",(0411) 4820474,charleskeith.com,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF99OIH5gNCw5aZ9ZOOUBEOskPi5tjry2oxRPGa5EBvZ8a01TcyiyEG2uttPHQENUZwEaupBmR6yOrYkao66L7U0yQpVM2vvl7AsL3baIKw3Rp35RXkHQU_Q_dIgN9e4eSDM9s=w800-h600-k-no,50,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,4800
boba Panakkukang Makassar,Chatime - Mall Panakkukang Makassar,-5.157690300000001,119.4472043,Toko Bubble Tea,4.9,946,"Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",,chatime.co.id,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGC93j6NxaJqbRa1Gt4LyY0D26reEyOXXxe9orqApNIocHBnrsU_PlEBST3W5En_4YXqvHSsasIZtk5U_AEJNY25tAK1FKacmf02jfu5-IIufu7ydFxuXO6LeVeu-JfjibWQLJjw9lCpTtH=w800-h600-k-no,73,Lain-lain / Belum Terkategori,Layak,Sangat Populer,4800
dessert Bontoala Makassar,Cheers Dessert Makassar,-5.148007900000001,119.4386003,Kedai Hidangan Penutup,5,2,"Jl. A. P. Pettarani No.33 Ruko No.10, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",,,Bontoala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_gOGvXE2_1Y7wxGXNxLSy_rUAHbUux80Upxg5hNz_EPHm4bOC1en52NQgnPQv4-F5dVp0s3roCd-ghgm4ZSYp-Tzkay8dBkx8dCXMlUFLnd9-GwzFUvTHGDVGrh_bnLhpxpaJ=w800-h600-k-no,55,Lain-lain / Belum Terkategori,Cukup Layak,Baru,6800
jus buah Tamalate Makassar,Chemistry fruits & juice bar,-5.1694057,119.4465006,Kedai Jus,5,1,"Jl. Tamalate III No.2, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0813-7892-0038,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENLB9k3YC6qy5P0ahvVX1HqRAfDnuINRAZ_2wSU_F9TXFhaDVqcoOkAJmaL0nVQiih12sbasolxffK4IgnkIg4hgzEZu-eQy3Lzj_uXUP_hZBr_W4-wZv_Pf296eQFNyTl3eE=w800-h600-k-no,49,Lain-lain / Belum Terkategori,Cukup Layak,Baru,4800
jus buah Tamalate Makassar,Chemistry fruits & juice bar,-5.1694057,119.4465006,Kafe,4.4,26,"RFF6+258, Jl. Aroeppala, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90233",,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf2tuIbDBguGZrOlPtqdq7nXKBc8R3VpDarwxuzK4zngUHZo5NoJROx63vyEPjnKKfFdGTwa6CTG5MPjac3Cja7O46YlmKH7iAQDaQJTkMO0O1_mEYh5Z4fmzcTz-cFW_HabjS=w800-h600-k-no,56,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,4800
foto studio Wajo Makassar,CHESTA STUDIO,-5.1610258,119.4404806,Studio Foto,4.8,507,"Jl. Hertasning Utara II No.F.28, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",0823-9649-4489,instagram.com,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeQ3FpfW5fYd-yBRzQcXr8u5Ib5r6U7hCHiV51xmX5sAppWt2bVcgeURDvkcjBy9eHBYEEec0et23hY1HC-qxdiMlW310qleKbYI2T8H6fL9HpZPhgkdknvRmMc66E02Z6SyGu=w800-h600-k-no,74,Lain-lain / Belum Terkategori,Layak,Sangat Populer,7200
toko pakaian Mariso Makassar,Chisuiin olshop,-5.1629606,119.4198288,Toko Pakaian,4.3,262,"Jl. Tupai No.95, Labuang Baji, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",0822-9607-9670,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmEhZVUTTOyHgjFgAxYriNK7ErPFnhtPXF4097wRLEo8uku6vi9fI0iaf6XOKRSUBdftMmsv-PGCU8ieKr769eCgIqW5ijHZ_9hZzxYyd-2Yryh87u2y0VvFD34egMnmduLzFAwg=w800-h600-k-no,75,Fashion & Ritel Umum,Sangat Layak,Populer,8800
dessert Kepulauan Sangkarrang Makassar,CHOCOFUN13 BORONG (Kue Ultah Makassar),-5.166373,119.466892,Toko Kue,4.7,111,"Jl. Inspeksi Kanal Borong No.9, Antang, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90233",0853-9939-9800,tiktok.com,Kepulauan Sangkarrang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwpWIlEe5zG0CdrQjyVwaGJmVezWEP8QcrRFtLJ9KXU7oc-eIS9nl_4mavu3MKhMt0ZnLd9EGLQ5Nf3CSsro_C75AzbFcdwNf_ZqQP2E83yzC4iaJMsPa8l2qD25vLQ5XnNn3-Qg=w800-h600-k-no,63,Cemilan & Bakery,Layak,Populer,450
dessert Tamalate Makassar,Chocola Cake (Kue Ulang Tahun Makassar),-5.1548637,119.4585345,Toko Kue,4.1,37,"Jl. Batua Raya No.100, Batua, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90231",0813-3336-2177,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHOMVbdDODsiL_tei7VdxUhqMI_3xdxmBz-NY_2DKuQItWL3YkBz7LJOp01wV2OtrGPZP14nE4jLYR9EUoLDqTn60QGRkgzSzDH-1yqGvfmiZAjzJGV15n1JGKWoUajXmw1Jo0tkw=w800-h600-k-no,62,Cemilan & Bakery,Layak,Cukup Dikenal,4800
dessert Panakkukang Makassar,Chocolicious Cake & Cookies - Pettarani,-5.1391877,119.4391241,Toko Roti,4.7,2780,"Jl. A. P. Pettarani No.10d, Sinrijala, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0822-9111-2228,chocolicious.id,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUeCxkNxARau6UP98_rklCqV44JZQCk2zK0LCPd-4wtLXL0VC760a5OLTA5Fma-tNDEZU01YGH8DRKSmdtLF2e2k0yvECAoHUqgP2Fu-ViBDT1W0kkdvwteSmdJaUMHOMV7kG1=w800-h600-k-no,76,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,4800
dessert Rappocini Makassar,Chocolicious Cake & Cookies - Pettarani,-5.1391877,119.4391241,Toko Roti,4.7,3,"RCRR+J74, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",,,Rappocini,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5gxZDlemSylu3AA06d-zdxSQJkp-C7N0FEoYsbOz36Y8oR7rIGcBRc6rUbB0fnkoaFw7IiD6kzfRpHrUgkXWKO_H5Sq9lYfdb3KaZycYvWVurJpvTF7yuSY4Z_dzfjp8o_0gcJw0g02mS=w800-h600-k-no,52,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5800
dessert Tamalanrea Makassar,Chocolicious Perintis Kemerdekaan,-5.1350285,119.4964959,Toko Kue,4.9,193,"Ruko Bisnis Center, Jl. Perintis Kemerdekaan No.Km 12, Tamalanrea, Makassar City, South Sulawesi 90245",0822-9111-2228,chocolicious.id,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsMJOJGfy3lBZ2JKFdXbpD46FwnTV246U6w7HahIU-f3Ax9O2jl8qLyPOoUrJSubvzRwGjVZVyMAx7-XS7ZOv2u2XVFUXL4YSDIAdvmRF8wMD4FWyEftTlhApGbysASSCgkVgq=w800-h600-k-no,64,Lain-lain / Belum Terkategori,Layak,Populer,3200
korean food Wajo Makassar,Choego Kitchen Makassar,-5.1312204,119.4107454,Restoran Korea,3.8,4,"Jl. Sumba No.68, Pattunuang, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90174",0895-0319-4643,,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjCboBoIKncl5EhScYqVKtHMTXjsDvdhggOOnZNKwvZlD7fxskJvd5qaTeAtqCgoGMxQ8QVLKmjVydJm_XS_exf-NNhm92UZ591LGmcAmg-F-hkyIbrf-wrggGi4WxeytbLy5w=w800-h600-k-no,49,Lain-lain / Belum Terkategori,Cukup Layak,Baru,7200
roti dan bakeri Ujung Pandang Makassar,Choko Bakery And Cake,-5.1460618,119.4140142,Toko Roti,4.1,71,"Jl. Gn. Latimojong No.25D, Gaddong, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90156",(0411) 3612784,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8eQTPjfF6ZBuy3n62PsGfxcws22yTPIPvDMkA6kWAUR5_aXRYBUEbbxNQjAGLPF3SIAugStyklwRHIC20AoFwL9X9oKyMeBt7I4W-3wUUckPbS60jM-o1kEg2fyjjqt_tfEKxD9rPrAK_=w800-h600-k-no,73,Cemilan & Bakery,Layak,Cukup Dikenal,9500
dessert Ujung Tanah Makassar,Choko Bakery And Cake,-5.1460618,119.4140142,Restoran,4.5,20,"Jl. Lasinrang No.24, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90113",(0411) 876788,,Ujung Tanah,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEinNCm4VnMj-at6yE4acb9vAQ9Zrn58I4uLvGo9ZsafGJJulrHdBZyqICQ7uYvjFmkgpgbP5uuwCg-V0s8AdWG2E6K6CkR0CEdIUGW4ZtTxtyHCo89-GATLDGX0kJWtmsR259vRq8Gx2NHNRk9AZ9vEHlfF8eKNqxr69PVN_IdV1PwNYp8FCaxLwYJ8qZJJx_i3Pg=w800-h600-k-no,64,Cemilan & Bakery,Layak,Cukup Dikenal,5800
salon kecantikan Makassar Makassar,Christopher Salon Mall Panakkukang,-5.1576124,119.4462191,Salon Kecantikan,4.8,75,"Jl. Boulevard No.3 Lt.02, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",(0411) 4103240,christophersalon.id,Makassar,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6wutwRbt5OETV5G-G6SHLpP85hz5-k8GJre_gvRaEa8U5MR7apyHUOcFda5_OQl8IwOESwoWtL-ZwdCkPj3JTKnjgcTVUbqS7AN1pPs0X3v_d1UYuHTyK2znr4ON0ZbHUW_N5mVmaOK8g=w800-h600-k-no,74,Kecantikan & Barbershop,Layak,Cukup Dikenal,8282
seafood Tallo Makassar,Ch seafood,-5.129319000000001,119.407668,Restoran Seafood,4.9,34,"Jl. Sulawesi No.81, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90173",,,Tallo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFKHeA58qF03QyKx5ASL_xqNjec7w5GN7Jrpp0YZ8HnxesslxlmcbAKKBnFLtlrYKm9eNkCGKVf54qGzrVezcyRTiYTpJDpOG7uX1YmI6I18iU56g50X464V2RfAO8TY7S2jRQ6A=w800-h600-k-no,61,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,5200
boba Bontoala Makassar,Chuyu Mall Panakkukang,-5.15787109999999,119.4466995,Toko Bubble Tea,5,196,"Mall Panakkukang, Jl. Boulevard No.16B Lantai Dasar, Unit B1, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0811-4250-1654,instagram.com,Bontoala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbAeEunfSToZkcXfs1pQsU6br9TnUc9JDq0RRaEQqw6B69l81s26Awq5ekqMKEUN0oLdSOOFqzTsdmYSMCEu4oKPixa3a-GVDShpLfsU6nWbad3B6j2Jiq4ujyEKVBz4kqJDHUDPkAuuA=w800-h600-k-no,71,Lain-lain / Belum Terkategori,Layak,Populer,6800
boba Tamalate Makassar,Chuyu Trans Studio Mall Makassar,-5.160981,119.3943272,Toko Bubble Tea,5,106,"Trans Studio Mall, Jl. Metro Tj. Bunga Lantai LG - A 12, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90231",0811-4436-888,instagram.com,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR4ItnCQuneCCuCgbtOsuQyrQ9PO4GQf9wxMfwiDozmWRu6bacKGWP8nFX4cGR9qy2Q9ULGZQy1Ay6wuztVlJXDnrb6IY_kGKxAwUyrz5R7PN8OD8jenRtB-dE7nb5hOGD_ie37zeGhXyD=w800-h600-k-no,65,Lain-lain / Belum Terkategori,Layak,Populer,4800
bioskop Manggala Makassar,Cinepolis - Phinisi Point Mall,-5.15369859999999,119.4029693,Bioskop,4.6,1849,"Jl. Metro Tj. Bunga No.2, Panambungan, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90112",,cinepolis.co.id,Manggala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeSTRvQM5ex2AQhYKQh9bxUNS8AGF95rQE5LEfYyO9yB-hNz4U8q7C5YBBO5UiU7HjySSaw7wA3jODm69ZI2FVM5f3hHoUQfWVNFSwRvDCmOl3emB2MUfEYxlHrCzoFGOOiyU=w800-h600-k-no,69,Lain-lain / Belum Terkategori,Layak,Sangat Populer,2200
bioskop Tamalate Makassar,Cinepolis - Phinisi Point Mall,-5.15369859999999,119.4029693,Bioskop,4.5,10563,"Jl. Perintis Kemerdekaan No.KM.7, Tamalanrea Jaya, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",(021) 1500210,21cineplex.com,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQ703bgM84r1xavEkfNSEumxnhxKH3St4QuhSgYyu8c50ckm3bz3UCMrgMtavAu3_iMuZbaiLy0bVhBVRq4jAk056csHLxj0AsJNgQ1CoDRL4v6weBOA3NJsM8B3E8wqLHPVs=w800-h600-k-no,80,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,4800
cafe Tamalate Makassar,Cinnamon Cafe & Dessert,-5.1745184,119.4314298,Kafe,4.3,346,"Jl. Sultan Alauddin No.108, Mannuruki, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221",0822-9162-7319,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcjY34DxscM1U56U3S003PFXrFB4apt5mWnxkNixSubJIZBfyd0Pkw4nrCKuhCIQmVg8FZjO00_n9C5194pLCOZK_15w6M1l_MMoMdxzvshBIrSkN_CGR1UvdSo81oHHoX5HpL0_w_-ph1=w800-h600-k-no,77,Cafe & Modern Coffee,Sangat Layak,Populer,4800
es pisang ijo Mamajang Makassar,Cinna Pisang Ijo,-5.172026,119.4460928,Prasmanan Kue Manis dan Makanan Penutup,5,1,"RCHW+5CP, Mappala, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0857-5782-2088,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2qI1KtdGj_D4HWbsXxMtPNdcHVpNHR6hbL2nVKEqhiyC_DybEA80D1wOpdQJDC42-rKN1d4RT7BjxoYwhwBgtURNWpa5qPKczmC0FDiyI6rr71gviSLt1qf_Nx_DVDUUnjR2N=w800-h600-k-no,55,Lain-lain / Belum Terkategori,Cukup Layak,Baru,7800
minimarket Ujung Pandang Makassar,Circle K Hasanuddin,-5.1401924,119.4100986,Toko Swalayan,4.2,151,"Jl. Sultan Hasanuddin No.17, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90112",,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTnzQ2KynV7F5YfNj242mdWKPESWxyTfxjk6bMFqje-97IpX8Uq82cq9Lx9vvKrd8CFvIIpA5zUres8-d0OkK7rqRhTMZxTYvzHawyyvSjr2VNv-vD-4bD0uAawkby3AatbPs=w800-h600-k-no,70,Lain-lain / Belum Terkategori,Layak,Populer,9500
minimarket Ujung Pandang Makassar,Circle K Hasanuddin,-5.1401924,119.4100986,Toko bahan makanan,4.5,8,"VC45+8JF, Losari, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90111",,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6_-f9cXjqlLafVQgFRGPUZ6-36LrgbVdx6vyk4_LXDmRjdQWkZroyGYs5Dng3HjgFX-5jnhAaV5P-75905PWDgnULeuPoIyRXpC4xBa1icoJ1uZ_F6NiEveZTTtxe3C_2By13=w800-h600-k-no,60,Lain-lain / Belum Terkategori,Layak,Baru,9500
minimarket Makassar Makassar,Circle K Pengayoman,-5.1587345,119.4451363,Minimarket,4.2,405,"Jl. Pengayoman No.36, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",,circlek.com,Makassar,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWABXmibKHhO-1BYPEpBkFFAljFftYXeGa6bXunLIqL3bCxpZ_XaFsAiPduH_C_tdrwT3TWlVLHwYxlz4F-LCO9ebVKIBmexI24nqPDViOKqmdozOwStV8u682sFsum7bnSUKchw=w800-h600-k-no,71,Lain-lain / Belum Terkategori,Layak,Populer,8282
kursus bahasa inggris Rappocini Makassar,Circle Talk Education (Rappocini),-5.1536875,119.4296875,Sekolah Bahasa,5,10,"RCWH+GV6, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0822-4641-4964,,Rappocini,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsE08TXLMj7LiW1sk9SZEywevuzihBAxFkBIAWAuiCZ5kpBRItl0NuNHcDZPkLKfgF6XzzzVqoIbM66mzmaJcewOA4Y31dbn_fUhStWIlLls5jFenwCxgSCtReXeJ_FoOixKp7pZ5qiDb2=w800-h600-k-no,58,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5800
kursus bahasa inggris Bontoala Makassar,Circle Talk English Education,-5.1485709,119.452887,Pusat Pendidikan,5,10,"Jl. Penjernihan 1 No.10 Blok D, Karampuang, Panakkukang, Makassar City, South Sulawesi 90231",0822-4641-4964,,Bontoala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwA0PrMM8SICIXkLpecp-sqUcEG_lolmbTJe3ahQ1uYd-isPlPReg2dLiULSD2dh7IRs8PnLR3kzKpI4e-HidKYu__fChus68TadhISQ0UjtfzSfpROuDuB8VU1E8uYavTcHkHIkWLLXQ=w800-h600-k-no,60,Lain-lain / Belum Terkategori,Layak,Baru,6800
toko komputer Tamalanrea Makassar,CIS KOMPUTER PERINTIS,-5.142474500000001,119.4786703,Toko Elektronik,4.7,346,"Jl. Poros Makassar - Maros Jl. Perintis Kemerdekaan No.13 No 21a, Kapasa, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0823-9346-4676,,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDUZ7IusdlsMFwHXedeM5NRp--gqE0fe4-S_LxV9kJVD1njNoeXl7PKcfGm-_mOZW1KkwyKOaElPKl3VO2N8jyjNOU8WZQShC6-_d-d7urvnBhodZQNtTpVjKCoMARey5UNHnnug=w800-h600-k-no,65,Lain-lain / Belum Terkategori,Layak,Populer,3200
toko pakaian Ujung Tanah Makassar,Cititex Makassar,-5.1558886,119.4398937,Toko Pakaian,4.9,1902,"Komp. Panakukang Mas, Ruko Emerald, Jl. Boulevard No.23, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0821-1221-2301,cititex.com,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGq5yA0nBvo3gtrWa4IJdRR2qvzIo1PB3S6hPl6_p9wDqDvGMZ7ShIKE4buZigsaK5QywUG2CbAwmyM-u0BHrP3kRDRwAdzNSyF6gK2tdaJ6nVQglqe7ldeGSziV34Rl9KIWeOh3LgvG-dH=w800-h600-k-no,78,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,5800
toko kosmetik Panakkukang Makassar,CitraCosmetic,-5.156412,119.4432457,Toko Kosmetik,4.4,1019,"Jl. Boulevard No.5 Kel Blok A2, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0812-4310-3208,,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVLehqeAfuxWsLZRioocANmT5vGbMdeEYjlnhJthuOai_3ArOOsJUuWdd57CeIZ95KJXuHOrBQj-n2I59BSJZ9Eo_LywGRhZfioXA3o1teEimCikHp2aw04MNTeopfwyXXEAFe=w800-h600-k-no,70,Lain-lain / Belum Terkategori,Layak,Sangat Populer,4800
toko kosmetik Biringkanaya Makassar,Citra Cosmetic dan Swalayan Perintis,-5.1164896,119.5122893,Toko Swalayan,4.3,445,"Jl. Perintis Kemerdekaan Km. 13 No 149, Paccerakkang, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90241",0812-4310-3208,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgk21ZpqK7XAxUutMPu1safj1aO-N17F4eVbGlsamZFs-0uhogsdhuTZdr33UoVytM36rUu1T751y6ZOfgfaY54iTF2lNSC4mHwNZ4KtU1KOCeUKQqtsAT6RIZwtGKp0iEbmFi=w800-h600-k-no,63,Lain-lain / Belum Terkategori,Layak,Populer,2800
toko kosmetik Ujung Pandang Makassar,Citra Cosmetic Sawerigading,-5.1410503,119.4125203,Toko Kosmetik,4.9,175,"Jl. Sawerigading No.13, Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90115",0812-4310-3208,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE15Oqu13DCkbuef2_VrIowIPHgFlHZjItCxa3XHHJDD74BL1pknspiUbheKf4VEPLjAf8QGAH8cJMskZjmYfoO2R55G7bET355bPIa6yKq36kDFVWMfMmRf9YwJLwKN3jPm7LNSj5_aQM=w800-h600-k-no,75,Lain-lain / Belum Terkategori,Sangat Layak,Populer,9500
gym fitness Biringkanaya Makassar,Citra Fitness Centre,-5.0822005,119.5216376,Tempat Fitness,3.8,18,"JL Perintis Kemerdekaan, Km. 16, 5 No. 5, 6, Pai, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242",,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmXhBSQ1FGJekIEsPRKd4Lw5FU_EBQs-BGGo-Aw23RwxJinbSBe83cWt5bOkv4h8HcpGOrDBto6Yv2FRlGJBM1GlOFVC0JrHMQ4x854FpQPg3bb8V1ew9cXLx-W_JsfgJM7YJ-=w800-h600-k-no,46,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2800
gym fitness Biringkanaya Makassar,Citra Fitness Centre,-5.0822005,119.5216376,Tempat Fitness,3.8,18,"Jl. Racing Centre 2 no. 7, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0851-7984-2044,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1nRQj55SGzgMungL9UcO6ogtsgtcTSF6xp8lgwiPyBM5n6zxn0wHUojHiIo3QyCK7sNMXL-rzCb5xdm3LgxVfautC_sP8HPxwiRLa7k7oegwEHMXssvnWH8beztFuETDD3t561w=w800-h600-k-no,46,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2800
percetakan Mariso Makassar,Citra Media,-5.1499656,119.4135875,Toko Percetakan,3.9,64,"Jl. Merpati No.12, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",0853-3121-2123,citramediaprinting.com,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqS1GolCdViNqm6Dxf47t6sxYc3AeqPDw8MI9a-e5YLrFHKzQMVAYq33MizOKUAOZiCxPF72pwzL8VbtjBqNVfMcMiupyrTfAdI4tLmrP4FZ-iHYGeF3dst16fp3zXIm52BNKPjQ=w800-h600-k-no,63,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,8800
hotel Mamajang Makassar,City Homestay Makassar 2,-5.15439289999999,119.4184916,Hotel,5,1,"Jl. Mawas V No.2, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90113",0812-8922-287,,Mamajang,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGmdIb2yy1GuvxQKSwefpC0mE5mzDoxvwKWDka22gsFoJCrDREIZNkN__NYteWXXIF2-WaVEiQf1DqUndzn7UMg4HidjZdLKoDE1sDy-KUkm2MIjKVrSWpDRgU_zOGsa2kDZrXc-r_gbYh2C6_5s8gviyN8M9QjvDYlA8S615e4g7CgvuhUz2OJ=w800-h600-k-no,55,Lain-lain / Belum Terkategori,Cukup Layak,Baru,7800
minimarket Ujung Pandang Makassar,City One Makassar,-5.1470119,119.4140552,Toko Perlengkapan Kado,4.5,230,"Jl. Lagaligo No.18-20, Mangkura, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90113",(0411) 871398,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3msEi7UV5Tgp9aS9NL8oi3bXqUa_cTDyvvphWUuYRMxBfs-SL98_xT2qBSo3XGFBKDbCdaUgFMjPpfPdi8HJVuDIyIql2iez5dX5NpOyaAATg7FnwGyD55-LWaVbM04BwOP0a=w800-h600-k-no,73,Lain-lain / Belum Terkategori,Layak,Populer,9500
kost Tallo Makassar,C-Kost Exclusive Homestay,-5.1252584,119.4268858,Rumah wisata,4.7,7,"Kompleks Prum Dosen, Jl. Sunu Komp. Unhas Jl. Sunu No.20, Lembo, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90215",0815-4333-8888,,Tallo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHreztRjFfb84SUlEOeZ3cbKX_eDW2Vc3rKq2MNRvzcqH7Eewso536WldY3JrkSAQh1JVB2pVHZAc7MSWwtAeurHu23fQfion8bF90QKRw_o3zJeDTVtvLlF9kkGGpzFco9cfVDoA=w800-h600-k-no,54,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5200
toko elektronik Biringkanaya Makassar,CLARIS ELEKTRONIK PACCERAKANG,-5.1134416,119.51364,Toko Elektronik,5,2,"Jl. Paccerakkang No.31, Paccerakkang, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90241",0812-9998-7558,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDGW9PYK_DiU-bpnUNPkoiC9fO4nP1AfEaSwdLjAoTFTUCuC7znrL6PqvzObiTZfSQgt3Ser2n0ZRHcjaXXP1wLGVQ49biD9zF184K3eL_7UpbEdQeUf3MjRCs7RsG2DvyMzp938UoTrs=w800-h600-k-no,47,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2800
burger Tamalate Makassar,CLAWS BURGER,-5.1709391,119.4472868,Restoran Hamburger,4.1,23,"Jl. Tamalate 7 Stp 26, Jl. Mappala No.242, RT.002/RW.02, Mappala, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0851-5841-4644,linktr.ee,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHJhlQm2MDSFPN8552d2UJYukdm92VhYqy-ks4OZ9qj2mMoOmwT9s1h03udMiO4qlFlkEDe0ZN_Kx5a-b088elpnxmSequKII09Va84v1_7eBvTJTdks9YRigxOHCMLA0zXMJo5CA=w800-h600-k-no,53,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,4800
